iter	Logloss
412	0.04742936407
413	0.04731938104
414	0.04719377206
415	0.04709143073
416	0.04700594072
417	0.04688487403
418	0.04679778846
419	0.04665307032
420	0.04652905464
421	0.04645417618
422	0.04638464647
423	0.04630832532
424	0.04619522321
425	0.04609753173
426	0.04598133084
427	0.04585761406
428	0.04572019582
429	0.04565945969
430	0.04552722128
431	0.04537804288
432	0.0452311015
433	0.04517888869
434	0.04511994691
435	0.04499721919
436	0.04490789595
437	0.04482206984
438	0.04478289019
439	0.04465827136
440	0.04457007155
441	0.04449974761
442	0.04444271032
443	0.04434450314
444	0.04426242728
445	0.04418847169
446	0.04408042212
447	0.04393341214
448	0.04376011955
449	0.04361886327
450	0.04356320327
451	0.04350740584
452	0.04347031326
453	0.04335025806
454	0.04327111982
455	0.04314913822
456	0.04303964295
457	0.04296981021
458	0.04286481115
459	0.04273793911
460	0.04266519266
461	0.04256858136
462	0.0424899313
463	0.04242953867
464	0.04237410882
465	0.04219727207
466	0.04211900712
467	0.04200619165
468	0.04193298775
469	0.0417964303
470	0.04171557678
471	0.04159891774
472	0.04155109925
473	0.0414420068
474	0.04130728273
475	0.04126387653
476	0.04111400626
477	0.04101236366
478	0.04091950072
479	0.04083575019
480	0.04078023207
481	0.04066908907
482	0.04053612727
483	0.04046186439
484	0.04039675984
485	0.04025435791
486	0.04016016651
487	0.04010392167
488	0.03995270943
489	0.03983875069
490	0.03978512107
491	0.03968658628
492	0.03963190234
493	0.03954697583
494	0.03943932038
495	0.03938512806
496	0.03929732283
497	0.03925333235
498	0.03915688424
499	0.0391128369
500	0.03908090835
501	0.03897534222
502	0.03893505834
503	0.03880118645
504	0.03875070624
505	0.03869906287
506	0.03864447869
507	0.03855031263
508	0.03846563593
509	0.03836567667
510	0.03827750595
511	0.03821262276
512	0.03810246944
513	0.03800607379
514	0.03792246972
515	0.03788279491
516	0.03780888227
517	0.03773253521
518	0.03770811362
519	0.03766989166
520	0.03755379901
521	0.03746685381
522	0.03739708412
523	0.03733954448
524	0.03728202787
525	0.03720468979
526	0.03710745298
527	0.03703412444
528	0.03696985074
529	0.03690961258
530	0.03687394801
531	0.03682650609
532	0.03674237409
533	0.03669044243
534	0.03659213497
535	0.03655361391
536	0.03647090872
537	0.0363939577
538	0.03633916996
539	0.03628429381
540	0.03619403231
541	0.03611705205
542	0.0360502942
543	0.03599423956
544	0.03592547376
545	0.03584002697
546	0.03573650611
547	0.03568481504
548	0.03561876659
549	0.03557847157
550	0.03549847511
551	0.03543123032
552	0.03537834711
553	0.03530806496
554	0.0352686295
555	0.03523073986
556	0.03516564817
557	0.0351045145
558	0.03502403286
559	0.03498456351
560	0.03491343929
561	0.03487493679
562	0.03481434531
563	0.03476030106
564	0.03473389848
565	0.03467011546
566	0.03458846192
567	0.0345263534
568	0.0344559049
569	0.03435185451
570	0.03427457288
571	0.03420493134
572	0.03414656587
573	0.03408281505
574	0.03401524184
575	0.03391644711
576	0.03382402382
577	0.0337417423
578	0.03371002723
579	0.03366480328
580	0.03358580906
581	0.03351064123
582	0.03347014623
583	0.03341998486
584	0.03336194211
585	0.03331795925
586	0.03326084117
587	0.03322089913
588	0.0331810243
589	0.03308883131
590	0.03303630111
591	0.03300635706
592	0.03292740427
593	0.03284747616
594	0.03278997438
595	0.03271964947
596	0.03265094965
597	0.03260628444
598	0.03254384915
599	0.03247650048
600	0.03244425156
601	0.03239885141
602	0.032355671
603	0.03227747967
604	0.03222487747
605	0.03218475865
606	0.03215568813
607	0.03210796664
608	0.03206353678
609	0.03200244433
610	0.03197452502
611	0.03192413732
612	0.03185175347
613	0.03178709117
614	0.03174445057
615	0.03165886198
616	0.03159662168
617	0.03154447563
618	0.03150277976
619	0.03147707238
620	0.03141930113
621	0.03133589841
622	0.03125201126
623	0.03120155797
624	0.0311740926
625	0.0311230856
626	0.03108558135
627	0.03106217338
628	0.03102097765
629	0.03096052182
630	0.03091448153
631	0.03088255919
632	0.03085542092
633	0.03078930106
634	0.03073915287
635	0.03069417117
636	0.03065227058
637	0.03061445796
638	0.03056004602
639	0.030492771
640	0.03046004614
641	0.03042877098
642	0.03037081002
643	0.03030935273
644	0.03029293457
645	0.03025839701
646	0.03020563402
647	0.03017036981
648	0.03011124576
649	0.03004095553
650	0.02997547811
651	0.02991332687
652	0.02979678281
653	0.02977215059
654	0.02968474503
655	0.02963209228
656	0.02958747389
657	0.02956177451
658	0.02952448608
659	0.02950241263
660	0.02949579417
661	0.02943778816
662	0.02937918206
663	0.02933988993
664	0.02930797425
665	0.02927754078
666	0.02921607905
667	0.02916928906
668	0.02913962985
669	0.02906853933
670	0.02903996738
671	0.02900874197
672	0.0289702421
673	0.02889792652
674	0.02882743727
675	0.02876062494
676	0.02872298826
677	0.02870370404
678	0.02867780986
679	0.02861182374
680	0.02855673467
681	0.028502781
682	0.02844621329
683	0.02842586567
684	0.02837982342
685	0.02835589797
686	0.02831884532
687	0.02827350806
688	0.02823003406
689	0.02815829364
690	0.02811738562
691	0.02801691859
692	0.02793942829
693	0.02790497789
694	0.02785750111
695	0.02780415113
696	0.02775563964
697	0.02770231923
698	0.02767449368
699	0.0276434957
700	0.02760151462
701	0.02755644417
702	0.02749740896
703	0.02745483378
704	0.02741340709
705	0.0273907615
706	0.02731822482
707	0.02729178372
708	0.02725409279
709	0.02720428238
710	0.02717100048
711	0.02714513142
712	0.02709102262
713	0.02705599883
714	0.02698794296
715	0.02692008098
716	0.026860489
717	0.02682939855
718	0.02674279578
719	0.02669083114
720	0.02666074367
721	0.02662818136
722	0.02659724775
723	0.02654526341
724	0.02651198265
725	0.02647764512
726	0.02645220797
727	0.02642798873
728	0.02639906989
729	0.02637732448
730	0.02634836205
731	0.02632589381
732	0.02629142903
733	0.02624532934
734	0.02621667803
735	0.02619202738
736	0.02615736447
737	0.02610560626
738	0.02607761873
739	0.02605983111
740	0.02602815178
741	0.02598110853
742	0.02595818123
743	0.0259324125
744	0.02587971047
745	0.02583891993
746	0.02579428224
747	0.02575540111
748	0.02572820503
749	0.02567226875
750	0.02563784769
751	0.02562487241
752	0.02555516562
753	0.0254916955
754	0.02547171432
755	0.02541172006
756	0.02538251178
757	0.02535202428
758	0.02530358464
759	0.02527457724
760	0.02524387065
761	0.02522676542
762	0.02520362207
763	0.02517298724
764	0.02515042471
765	0.02507072255
766	0.02502532421
767	0.02500173072
768	0.02495870811
769	0.02491025689
770	0.02489551112
771	0.02486802988
772	0.02482326111
773	0.02479333652
774	0.02475013284
775	0.02470168494
776	0.0246640292
777	0.02462514612
778	0.02459523552
779	0.02455580103
780	0.02450176928
781	0.02447684545
782	0.02445814317
783	0.02441618998
784	0.02435679456
785	0.02432813469
786	0.02431123518
787	0.02428132292
788	0.02425082208
789	0.02424196088
790	0.02419604094
791	0.02415359712
792	0.02413984831
793	0.02411109515
794	0.02407240854
795	0.0240507987
796	0.02400395591
797	0.02396013488
798	0.02393747994
799	0.023890756
800	0.02386830111
801	0.02383658675
802	0.02378069517
803	0.02374741612
804	0.02370082987
805	0.02366281929
806	0.02362877567
807	0.02359777612
808	0.02356312728
809	0.02353946131
810	0.02349037217
811	0.02346462945
812	0.02342233656
813	0.02340364178
814	0.0233690504
815	0.02335247644
816	0.02331481905
817	0.0232802032
818	0.02323579253
819	0.02320653081
820	0.02317116773
821	0.02312475219
822	0.0230920255
823	0.02304929278
824	0.02301848808
825	0.02298088821
826	0.02294835067
827	0.02290985959
828	0.02285510462
829	0.02279679296
830	0.02278257721
831	0.02275548684
832	0.02273169744
833	0.02269436615
834	0.02267381288
835	0.02264040728
836	0.02262483955
837	0.02259544043
838	0.02258202133
839	0.02255351643
840	0.02253595796
841	0.02251139023
842	0.02249181108
843	0.02247577069
844	0.02242679547
845	0.0223772973
846	0.02233005596
847	0.02231329316
848	0.02229357555
849	0.02227474368
850	0.02224587489
851	0.02217534502
852	0.02213928705
853	0.02211738571
854	0.02208512836
855	0.02205145518
856	0.02202216512
857	0.02198531935
858	0.02194653562
859	0.02193501897
860	0.02191349304
861	0.02189384444
862	0.0218789711
863	0.02185794145
864	0.02178816297
865	0.02176564553
866	0.02172183332
867	0.02170331929
868	0.02167342712
869	0.02164602025
870	0.02161954687
871	0.02159853003
872	0.02155697154
873	0.02153482481
874	0.0214783587
875	0.0214581086
876	0.02144071066
877	0.02142248898
878	0.02139191583
879	0.02136263346
880	0.02135182155
881	0.02132084798
882	0.02129362604
883	0.02128004937
884	0.02126414749
885	0.02121179413
886	0.02119856917
887	0.02117080316
888	0.02113375683
889	0.02111603761
890	0.02109698823
891	0.02104244516
892	0.02100456354
893	0.02096846342
894	0.02095367327
895	0.02092855538
896	0.02088953983
897	0.02086582498
898	0.02083876689
899	0.02081092436
900	0.0207920075
901	0.02076225004
902	0.02074892952
903	0.02071326121
904	0.02068916566
905	0.02066466318
906	0.0206269973
907	0.02056929598
908	0.02054900703
909	0.02051605488
910	0.02046379317
911	0.02043498345
912	0.02040851125
913	0.02037971531
914	0.02035679582
915	0.02029518108
916	0.02026977777
917	0.0202448609
918	0.02021379478
919	0.02019858624
920	0.02016499517
921	0.02010706464
922	0.02008871757
923	0.02005850022
924	0.02002029292
925	0.01999537991
926	0.01996487102
927	0.01994461612
928	0.0199309698
929	0.01990100845
930	0.01985597114
931	0.01982400166
932	0.01981062703
933	0.01979931764
934	0.01977220925
935	0.01974471481
936	0.01972586284
937	0.01970060154
938	0.01966582574
939	0.01964944121
940	0.01960498986
941	0.01957312584
942	0.01954909893
943	0.01952414453
944	0.01950038185
945	0.0194692602
946	0.01945659546
947	0.01944597658
948	0.01942993507
949	0.01940676514
950	0.01938773206
951	0.0193611956
952	0.0193370082
953	0.01932409692
954	0.0193039777
955	0.01925768321
956	0.01924527188
957	0.01920191147
958	0.01914733882
959	0.019128729
960	0.01910867891
961	0.01906526436
962	0.01904929701
963	0.01902555364
964	0.01900815326
965	0.01899443629
966	0.01897323684
967	0.01891417591
968	0.01888714937
969	0.01887704713
970	0.01884702952
971	0.0188376108
972	0.0188210479
973	0.01879702437
974	0.01875657122
975	0.01873304981
976	0.01871687268
977	0.01870595925
978	0.01869563046
979	0.01868706647
980	0.01864852158
981	0.01863273484
982	0.01862380911
983	0.01859938921
984	0.01857641117
985	0.01856653821
986	0.01854039834
987	0.01849222616
988	0.01844023434
989	0.01840961169
990	0.01839089969
991	0.01834654694
992	0.01832964019
993	0.01830096038
994	0.01825673715
995	0.01823410066
996	0.01820645067
997	0.01818890717
998	0.01817585088
999	0.01815537324
